op_unique_carrier,fl_date,arr_delay
C5,2018-11-25,3056
C5,2018-11-26,8689
C5,2018-11-27,11000
C5,2018-11-28,14012
C5,2018-11-29,6557
C5,2018-11-30,2507
C5,2018-12-01,304
C5,2018-12-02,3154
C5,2018-12-03,8496
C5,2018-12-04,5019
C5,2018-12-05,3210
C5,2018-12-06,5818
C5,2018-12-07,3906
C5,2018-12-08,373
C5,2018-12-09,154
C5,2018-12-10,-46
C5,2018-12-11,780
C5,2018-12-12,1884
C5,2018-12-13,10286
C5,2018-12-14,7807
C5,2018-12-15,2431
C5,2018-12-16,3389
C5,2018-12-17,2432
C5,2018-12-18,1548
C5,2018-12-19,184
C5,2018-12-20,8750
C5,2018-12-21,9633
C5,2018-12-22,12035
C5,2018-12-23,5455
C5,2018-12-24,-1008
C5,2018-12-25,-1481
C5,2018-12-26,394
C5,2018-12-27,361
C5,2018-12-28,8362
C5,2018-12-29,1811
C5,2018-12-30,2957
C5,2018-12-31,1778
C5,2019-01-01,3053
C5,2019-01-02,4628
C5,2019-01-03,3737
C5,2019-01-04,1051
C5,2019-01-05,4663
C5,2019-01-06,1704
C5,2019-01-07,1051
C5,2019-01-08,5686
C5,2019-01-09,5160
C5,2019-01-10,6112
C5,2019-01-11,5833
C5,2019-01-12,-203
C5,2019-01-13,2977
C5,2019-01-14,3496
C5,2019-01-15,1975
C5,2019-01-16,2092
C5,2019-01-17,778
C5,2019-01-18,8867
C5,2019-01-19,1253
C5,2019-01-20,3489
C5,2019-01-21,10465
C5,2019-01-22,7977
C5,2019-01-23,11298
C5,2019-01-24,6819
C5,2019-01-25,6060
C5,2019-01-26,135
C5,2019-01-27,4199
C5,2019-01-28,1032
C5,2019-01-29,7941
C5,2019-01-30,8333
C5,2019-01-31,7906
C5,2019-02-01,7548
C5,2019-02-02,37
C5,2019-02-03,-1368
C5,2019-02-04,-1559
C5,2019-02-05,-1562
C5,2019-02-06,812
C5,2019-02-07,5963
C5,2019-02-08,5035
C5,2019-02-09,-646
C5,2019-02-10,1468
C5,2019-02-11,2688
C5,2019-02-12,8140
C5,2019-02-13,4517
C5,2019-02-14,2769
C5,2019-02-15,3783
C5,2019-02-16,892
C5,2019-02-17,2463
C5,2019-02-18,5612
C5,2019-02-19,1135
C5,2019-02-20,5653
C5,2019-02-21,5045
C5,2019-02-22,3311
C5,2019-02-23,279
C5,2019-02-24,4882
C5,2019-02-25,6182
C5,2019-02-26,3395
C5,2019-02-27,5502
C5,2019-02-28,5062
C5,2019-03-01,9135
C5,2019-03-02,8443
C5,2019-03-03,4315
C5,2019-03-04,6649
C5,2019-03-05,2195
C5,2019-03-06,6144
C5,2019-03-07,7811
C5,2019-03-08,2888
C5,2019-03-09,9066
C5,2019-03-10,10032
C5,2019-03-11,3730
C5,2019-03-12,1880
C5,2019-03-13,-163
C5,2019-03-14,1074
C5,2019-03-15,3667
C5,2019-03-16,1515
C5,2019-03-17,729
C5,2019-03-18,-335
C5,2019-03-19,-1434
C5,2019-03-20,-1100
C5,2019-03-21,5014
C5,2019-03-22,5189
C5,2019-03-23,-178
C5,2019-03-24,2040
C5,2019-03-25,633
C5,2019-03-26,-927
C5,2019-03-27,-634
C5,2019-03-28,-1142
C5,2019-03-29,-1122
C5,2019-03-30,-339
C5,2019-03-31,2492
C5,2019-04-01,5810
C5,2019-04-02,-669
C5,2019-04-03,3199
C5,2019-04-04,3634
C5,2019-04-05,2698
C5,2019-04-06,-17
C5,2019-04-07,1091
C5,2019-04-08,6413
C5,2019-04-09,4960
C5,2019-04-10,6906
C5,2019-04-11,1725
C5,2019-04-12,7083
C5,2019-04-13,-925
C5,2019-04-14,5133
C5,2019-04-15,4836
C5,2019-04-16,1760
C5,2019-04-17,341
C5,2019-04-18,4140
C5,2019-04-19,2327
C5,2019-04-20,2738
C5,2019-04-21,-742
C5,2019-04-22,1070
C5,2019-04-23,422
C5,2019-04-24,3007
C5,2019-04-25,2467
C5,2019-04-26,4257
C5,2019-04-27,1634
C5,2019-04-28,2727
C5,2019-04-29,-1084
C5,2019-04-30,354
C5,2019-05-01,860
C5,2019-05-02,7561
C5,2019-05-03,5574
C5,2019-05-04,844
C5,2019-05-05,8359
C5,2019-05-06,1609
C5,2019-05-07,55
C5,2019-05-08,-1131
C5,2019-05-09,-232
C5,2019-05-10,6143
C5,2019-05-11,-101
C5,2019-05-12,6546
C5,2019-05-13,6658
C5,2019-05-14,3078
C5,2019-05-15,3380
C5,2019-05-16,150
C5,2019-05-17,2068
C5,2019-05-18,417
C5,2019-05-19,3841
C5,2019-05-20,2992
C5,2019-05-21,1794
C5,2019-05-22,-1125
C5,2019-05-23,5246
C5,2019-05-24,3151
C5,2019-05-25,1675
C5,2019-05-26,5665
C5,2019-05-27,-419
C5,2019-05-28,1310
C5,2019-05-29,4056
C5,2019-05-30,3115
C5,2019-05-31,3911
C5,2019-06-01,2838
C5,2019-06-02,7688
C5,2019-06-03,2797
C5,2019-06-04,585
C5,2019-06-05,2441
C5,2019-06-06,8519
C5,2019-06-07,1454
C5,2019-06-08,-424
C5,2019-06-09,477
C5,2019-06-10,5873
C5,2019-06-11,3771
C5,2019-06-12,963
C5,2019-06-13,10674
C5,2019-06-14,2417
C5,2019-06-15,3345
C5,2019-06-16,8063
C5,2019-06-17,4871
C5,2019-06-18,8261
C5,2019-06-19,7309
C5,2019-06-20,9223
C5,2019-06-21,6559
C5,2019-06-22,1438
C5,2019-06-23,1820
C5,2019-06-24,1558
C5,2019-06-25,15589
C5,2019-06-26,2129
C5,2019-06-27,3305
C5,2019-06-28,4569
C5,2019-06-29,4936
C5,2019-06-30,10134
C5,2019-07-01,3351
C5,2019-07-02,686
C5,2019-07-03,1495
C5,2019-07-04,3352
C5,2019-07-05,1745
C5,2019-07-06,2253
C5,2019-07-07,5986
C5,2019-07-08,5313
C5,2019-07-09,1975
C5,2019-07-10,2712
C5,2019-07-11,7289
C5,2019-07-12,10912
C5,2019-07-13,2998
C5,2019-07-14,-813
C5,2019-07-15,2409
C5,2019-07-16,4128
C5,2019-07-17,2729
C5,2019-07-18,8110
C5,2019-07-19,6519
C5,2019-07-20,3272
C5,2019-07-21,4567
C5,2019-07-22,2813
C5,2019-07-23,5034
C5,2019-07-24,2365
C5,2019-07-25,2643
C5,2019-07-26,629
C5,2019-07-27,-162
C5,2019-07-28,1203
C5,2019-07-29,3873
C5,2019-07-30,5021
C5,2019-07-31,3687
C5,2019-08-01,10483
C5,2019-08-02,11963
C5,2019-08-03,4269
C5,2019-08-04,5800
C5,2019-08-05,5275
C5,2019-08-06,4339
C5,2019-08-07,4680
C5,2019-08-08,9568
C5,2019-08-09,7996
C5,2019-08-10,1263
C5,2019-08-11,-751
C5,2019-08-12,286
C5,2019-08-13,3352
C5,2019-08-14,4451
C5,2019-08-15,8258
C5,2019-08-16,6277
C5,2019-08-17,6757
C5,2019-08-18,4378
C5,2019-08-19,6404
C5,2019-08-20,12381
C5,2019-08-21,6454
C5,2019-08-22,6935
C5,2019-08-23,9737
C5,2019-08-24,1498
C5,2019-08-25,1061
C5,2019-08-26,-1047
C5,2019-08-27,1009
C5,2019-08-28,5867
C5,2019-08-29,5891
C5,2019-08-30,5625
C5,2019-08-31,-830
C5,2019-09-01,-114
C5,2019-09-02,15407
C5,2019-09-03,1281
C5,2019-09-04,4781
C5,2019-09-05,3412
C5,2019-09-06,7030
C5,2019-09-07,-698
C5,2019-09-08,3609
C5,2019-09-09,235
C5,2019-09-10,939
C5,2019-09-11,5257
C5,2019-09-12,5990
C5,2019-09-13,7069
C5,2019-09-14,-487
C5,2019-09-15,2997
C5,2019-09-16,-971
C5,2019-09-17,457
C5,2019-09-18,1130
C5,2019-09-19,-880
C5,2019-09-20,1132
C5,2019-09-21,-974
C5,2019-09-22,1335
C5,2019-09-23,749
C5,2019-09-24,-1556
C5,2019-09-25,-613
C5,2019-09-26,4514
C5,2019-09-27,944
C5,2019-09-28,-337
C5,2019-09-29,-1065
C5,2019-09-30,-385
C5,2019-10-01,-1087
C5,2019-10-02,7198
C5,2019-10-03,9343
C5,2019-10-04,5734
C5,2019-10-05,-1112
C5,2019-10-06,-33
C5,2019-10-07,1579
C5,2019-10-08,2135
C5,2019-10-09,6831
C5,2019-10-10,7669
C5,2019-10-11,3175
C5,2019-10-12,-230
C5,2019-10-13,1371
C5,2019-10-14,5149
C5,2019-10-15,2003
C5,2019-10-16,6284
C5,2019-10-17,15789
C5,2019-10-18,6663
C5,2019-10-19,-1615
C5,2019-10-20,7242
C5,2019-10-21,4741
C5,2019-10-22,10565
C5,2019-10-23,4592
C5,2019-10-24,-765
C5,2019-10-25,-723
C5,2019-10-26,-1416
C5,2019-10-27,6335
C5,2019-10-28,6056
C5,2019-10-29,7429
C5,2019-10-30,7391
C5,2019-10-31,5751
C5,2019-11-01,8905
C5,2019-11-02,3826
C5,2019-11-03,665
C5,2019-11-04,494
C5,2019-11-05,1207
C5,2019-11-06,2891
C5,2019-11-07,4759
C5,2019-11-08,8578
C5,2019-11-09,620
C5,2019-11-10,-763
C5,2019-11-11,2572
C5,2019-11-12,15723
C5,2019-11-13,7672
C5,2019-11-14,4212
C5,2019-11-15,8362
C5,2019-11-16,-5
C5,2019-11-17,4869
C5,2019-11-18,9392
C5,2019-11-19,9400
C5,2019-11-20,4145
C5,2019-11-21,338
C5,2019-11-22,6541
C5,2019-11-23,842
C5,2019-11-24,5303
C5,2019-11-25,-900
C5,2019-11-26,-137
C5,2019-11-27,3880
C5,2019-11-28,364
C5,2019-11-29,-1120
C5,2019-11-30,2183
C5,2019-12-01,11605
C5,2019-12-02,8593
C5,2019-12-03,9641
C5,2019-12-04,4077
C5,2019-12-05,4778
C5,2019-12-06,3691
C5,2019-12-07,-187
C5,2019-12-08,394
C5,2019-12-09,8130
C5,2019-12-10,4464
C5,2019-12-11,5981
C5,2019-12-12,1206
C5,2019-12-13,9050
C5,2019-12-14,3666
C5,2019-12-15,5107
C5,2019-12-16,4394
C5,2019-12-17,14466
C5,2019-12-18,9438
C5,2019-12-19,13671
C5,2019-12-20,5069
C5,2019-12-21,1026
C5,2019-12-22,744
C5,2019-12-23,-1781
C5,2019-12-24,999
C5,2019-12-25,-429
C5,2019-12-26,342
C5,2019-12-27,1557
C5,2019-12-28,871
C5,2019-12-29,3191
C5,2019-12-30,14078
C5,2019-12-31,7880
CP,2018-01-01,-711
CP,2018-01-02,-1670
CP,2018-01-03,-1360
CP,2018-01-04,-974
CP,2018-01-05,-241
CP,2018-01-06,1418
CP,2018-01-07,3282
CP,2018-01-08,5125
CP,2018-01-09,-459
CP,2018-01-10,-1579
CP,2018-01-11,-1468
CP,2018-01-12,2579
CP,2018-01-13,-2079
CP,2018-01-14,-2635
CP,2018-01-15,-1137
CP,2018-01-16,-3929
CP,2018-01-17,-1805
CP,2018-01-18,-276
CP,2018-01-19,-2535
CP,2018-01-20,-1442
CP,2018-01-21,4399
CP,2018-01-22,-2908
CP,2018-01-23,-2839
CP,2018-01-24,-1543
CP,2018-01-25,-565
CP,2018-01-26,-1844
CP,2018-01-27,-2162
CP,2018-01-28,-2222
CP,2018-01-29,-2113
CP,2018-01-30,-3218
CP,2018-01-31,-8674
CP,2018-02-01,-1186
CP,2018-02-02,-1851
CP,2018-02-03,-2134
CP,2018-02-04,-2633
CP,2018-02-05,-83
CP,2018-02-06,-2301
CP,2018-02-07,-1667
CP,2018-02-08,-2078
CP,2018-02-09,9997
CP,2018-02-10,-269
CP,2018-02-11,-484
CP,2018-02-12,-1406
CP,2018-02-13,-3172
CP,2018-02-14,-1966
CP,2018-02-15,-216
CP,2018-02-16,51
CP,2018-02-17,-547
CP,2018-02-18,-324
CP,2018-02-19,3590
CP,2018-02-20,-475
CP,2018-02-21,1995
CP,2018-02-22,4485
CP,2018-02-23,7275
CP,2018-02-24,-93
CP,2018-02-25,-927
CP,2018-02-26,-1331
CP,2018-02-27,-916
CP,2018-02-28,-191
CP,2018-03-01,-585
CP,2018-03-02,5558
CP,2018-03-03,3142
CP,2018-03-04,7359
CP,2018-03-05,-356
CP,2018-03-06,334
CP,2018-03-07,-1142
CP,2018-03-08,1678
CP,2018-03-09,5357
CP,2018-03-10,565
CP,2018-03-11,4749
CP,2018-03-12,748
CP,2018-03-13,1283
CP,2018-03-14,6869
CP,2018-03-15,2745
CP,2018-03-16,1860
CP,2018-03-17,-917
CP,2018-03-18,173
CP,2018-03-19,537
CP,2018-03-20,1304
CP,2018-03-21,1967
CP,2018-03-22,11588
CP,2018-03-23,4583
CP,2018-03-24,850
CP,2018-03-25,-198
CP,2018-03-26,1321
CP,2018-03-27,-453
CP,2018-03-28,-1372
CP,2018-03-29,3087
CP,2018-03-30,126
CP,2018-03-31,-2036
CP,2018-04-01,1997
CP,2018-04-02,-820
CP,2018-04-03,-340
CP,2018-04-04,745
CP,2018-04-05,1661
CP,2018-04-06,3916
CP,2018-04-07,1445
CP,2018-04-08,-489
CP,2018-04-09,-248
CP,2018-04-10,-644
CP,2018-04-11,-938
CP,2018-04-12,3724
CP,2018-04-13,2531
CP,2018-04-14,-1772
CP,2018-04-15,1113
CP,2018-04-16,9334
CP,2018-04-17,-462
CP,2018-04-18,312
CP,2018-04-19,652
CP,2018-04-20,993
CP,2018-04-21,-1791
CP,2018-04-22,-550
CP,2018-04-23,2684
CP,2018-04-24,-1524
CP,2018-04-25,-1474
CP,2018-04-26,910
CP,2018-04-27,-199
CP,2018-04-28,-121
CP,2018-04-29,3004
CP,2018-04-30,798
CP,2018-05-01,-599
CP,2018-05-02,-794
CP,2018-05-03,-697
CP,2018-05-04,-90
CP,2018-05-05,-1400
CP,2018-05-06,284
CP,2018-05-07,-1287
CP,2018-05-08,1606
CP,2018-05-09,1195
CP,2018-05-10,1726
CP,2018-05-11,3504
CP,2018-05-12,1653
CP,2018-05-13,-563
CP,2018-05-14,-298
CP,2018-05-15,-1220
CP,2018-05-16,-1005
CP,2018-05-17,2014
CP,2018-05-18,6435
CP,2018-05-19,-339
CP,2018-05-20,3371
CP,2018-05-21,2420
CP,2018-05-22,72
CP,2018-05-23,2538
CP,2018-05-24,2739
CP,2018-05-25,109
CP,2018-05-26,-810
CP,2018-05-27,-2883
CP,2018-05-28,-1902
CP,2018-05-29,-156
CP,2018-05-30,2352
CP,2018-05-31,23
CP,2018-06-01,-1977
CP,2018-06-02,-163
CP,2018-06-03,-503
CP,2018-06-04,2929
CP,2018-06-05,-1804
CP,2018-06-06,4687
CP,2018-06-07,2305
CP,2018-06-08,7743
CP,2018-06-09,1312
CP,2018-06-10,-1124
CP,2018-06-11,4065
CP,2018-06-12,-271
CP,2018-06-13,2535
CP,2018-06-14,2688
CP,2018-06-15,2614
CP,2018-06-16,1173
CP,2018-06-17,4654
CP,2018-06-18,4625
CP,2018-06-19,213
CP,2018-06-20,454
CP,2018-06-21,2824
CP,2018-06-22,5865
CP,2018-06-23,1574
CP,2018-06-24,5119
CP,2018-06-25,4017
CP,2018-06-26,1926
CP,2018-06-27,1943
CP,2018-06-28,1282
CP,2018-06-29,-329
CP,2018-06-30,-1739
CP,2018-07-01,-584
CP,2018-07-02,-754
CP,2018-07-03,663
CP,2018-07-04,-2643
CP,2018-07-05,489
CP,2018-07-06,2244
CP,2018-07-07,-1379
CP,2018-07-08,-742
CP,2018-07-09,2568
CP,2018-07-10,-548
CP,2018-07-11,2353
CP,2018-07-12,3569
CP,2018-07-13,2128
CP,2018-07-14,-1201
CP,2018-07-15,-1130
CP,2018-07-16,667
CP,2018-07-17,74
CP,2018-07-18,1497
CP,2018-07-19,2913
CP,2018-07-20,997
CP,2018-07-21,1507
CP,2018-07-22,1533
CP,2018-07-23,4293
CP,2018-07-24,1782
CP,2018-07-25,893
CP,2018-07-26,-744
CP,2018-07-27,858
CP,2018-07-28,-1107
CP,2018-07-29,1594
CP,2018-07-30,2042
CP,2018-07-31,1961
CP,2018-08-01,1824
CP,2018-08-02,8542
CP,2018-08-03,7790
CP,2018-08-04,943
CP,2018-08-05,147
CP,2018-08-06,1165
CP,2018-08-07,1565
CP,2018-08-08,9929
CP,2018-08-09,3869
CP,2018-08-10,268
CP,2018-08-11,831
CP,2018-08-12,1017
CP,2018-08-13,2496
CP,2018-08-14,6266
CP,2018-08-15,3162
CP,2018-08-16,6213
CP,2018-08-17,2630
CP,2018-08-18,1396
CP,2018-08-19,4431
CP,2018-08-20,5606
CP,2018-08-21,4651
CP,2018-08-22,2637
CP,2018-08-23,741
CP,2018-08-24,1793
CP,2018-08-25,376
CP,2018-08-26,3349
CP,2018-08-27,9177
CP,2018-08-28,1738
CP,2018-08-29,5931
CP,2018-08-30,-1552
CP,2018-08-31,4525
CP,2018-09-01,15
CP,2018-09-02,916
CP,2018-09-03,2385
CP,2018-09-04,1038
CP,2018-09-05,-494
CP,2018-09-06,-385
CP,2018-09-07,-129
CP,2018-09-08,-926
CP,2018-09-09,637
CP,2018-09-10,1376
CP,2018-09-11,1545
CP,2018-09-12,293
CP,2018-09-13,2275
CP,2018-09-14,1584
CP,2018-09-15,4215
CP,2018-09-16,7618
CP,2018-09-17,8170
CP,2018-09-18,1228
CP,2018-09-19,-202
CP,2018-09-20,1696
CP,2018-09-21,2902
CP,2018-09-22,2033
CP,2018-09-23,625
CP,2018-09-24,445
CP,2018-09-25,665
CP,2018-09-26,-627
CP,2018-09-27,-68
CP,2018-09-28,614
CP,2018-09-29,-1429
CP,2018-09-30,430
CP,2018-10-01,2893
CP,2018-10-02,724
CP,2018-10-03,922
CP,2018-10-04,2445
CP,2018-10-05,1956
CP,2018-10-06,16
CP,2018-10-07,-788
CP,2018-10-08,1193
CP,2018-10-09,2458
CP,2018-10-10,1959
CP,2018-10-11,1315
CP,2018-10-12,4898
CP,2018-10-13,-426
CP,2018-10-14,687
CP,2018-10-15,4077
CP,2018-10-16,-2558
CP,2018-10-17,-305
CP,2018-10-18,340
CP,2018-10-19,7896
CP,2018-10-20,-1175
CP,2018-10-21,6209
CP,2018-10-22,12063
CP,2018-10-23,10241
CP,2018-10-24,2339
CP,2018-10-25,1617
CP,2018-10-26,13565
CP,2018-10-27,1157
CP,2018-10-28,-30
CP,2018-10-29,1200
CP,2018-10-30,-2259
CP,2018-10-31,-1450
CP,2018-11-01,1600
CP,2018-11-02,629
CP,2018-11-03,-1219
CP,2018-11-04,-22
CP,2018-11-05,2254
CP,2018-11-06,1182
CP,2018-11-07,499
CP,2018-11-08,583
CP,2018-11-09,2406
CP,2018-11-10,-1254
CP,2018-11-11,2135
CP,2018-11-12,1597
CP,2018-11-13,56
CP,2018-11-14,-22
CP,2018-11-15,2267
CP,2018-11-16,3808
CP,2018-11-17,1785
CP,2018-11-18,586
CP,2018-11-19,-1231
CP,2018-11-20,7507
CP,2018-11-21,-177
CP,2018-11-22,-885
CP,2018-11-23,-1032
CP,2018-11-24,477
CP,2018-11-25,1385
CP,2018-11-26,7665
CP,2018-11-27,3444
CP,2018-11-28,2703
CP,2018-11-29,13023
CP,2018-11-30,2559
CP,2018-12-01,181
CP,2018-12-02,1963
CP,2018-12-03,4531
CP,2018-12-04,6549
CP,2018-12-05,4488
CP,2018-12-06,10556
CP,2018-12-07,5328
CP,2018-12-08,-198
CP,2018-12-09,1852
CP,2018-12-10,1407
CP,2018-12-11,6451
CP,2018-12-12,1981
CP,2018-12-13,-443
CP,2018-12-14,861
CP,2018-12-15,-1592
CP,2018-12-16,1253
CP,2018-12-17,2306
CP,2018-12-18,-1568
CP,2018-12-19,782
CP,2018-12-20,8868
CP,2018-12-21,2609
CP,2018-12-22,-1175
CP,2018-12-23,1602
CP,2018-12-24,842
CP,2018-12-25,1053
CP,2018-12-26,1618
CP,2018-12-27,9847
CP,2018-12-28,5442
CP,2018-12-29,3141
CP,2018-12-30,3844
CP,2018-12-31,3695
CP,2019-01-01,2576
CP,2019-01-02,880
CP,2019-01-03,457
CP,2019-01-04,-767
CP,2019-01-05,2891
CP,2019-01-06,5498
CP,2019-01-07,2827
CP,2019-01-08,513
CP,2019-01-09,1403
CP,2019-01-10,5120
CP,2019-01-11,1633
CP,2019-01-12,1313
CP,2019-01-13,1650
CP,2019-01-14,10467
CP,2019-01-15,8004
CP,2019-01-16,5098
CP,2019-01-17,5565
CP,2019-01-18,4154
CP,2019-01-19,-337
CP,2019-01-20,-143
CP,2019-01-21,5650
CP,2019-01-22,-901
CP,2019-01-23,-1211
CP,2019-01-24,-388
CP,2019-01-25,2423
CP,2019-01-26,-647
CP,2019-01-27,1923
CP,2019-01-28,-47
CP,2019-01-29,48
CP,2019-01-30,-1079
CP,2019-01-31,13088
CP,2019-02-01,8709
CP,2019-02-02,1423
CP,2019-02-03,1508
CP,2019-02-04,7868
CP,2019-02-05,2100
CP,2019-02-06,1930
CP,2019-02-07,333
CP,2019-02-08,3557
CP,2019-02-09,7872
CP,2019-02-10,10558
CP,2019-02-11,1852
CP,2019-02-12,5670
CP,2019-02-13,12810
CP,2019-02-14,21382
CP,2019-02-15,11781
CP,2019-02-16,181
CP,2019-02-17,17
CP,2019-02-18,2715
CP,2019-02-19,-35
CP,2019-02-20,1469
CP,2019-02-21,2332
CP,2019-02-22,5403
CP,2019-02-23,-554
CP,2019-02-24,-1478
CP,2019-02-25,649
CP,2019-02-26,3411
CP,2019-02-27,6839
CP,2019-02-28,1364
CP,2019-03-01,2612
CP,2019-03-02,6013
CP,2019-03-03,2546
CP,2019-03-04,1017
CP,2019-03-05,2299
CP,2019-03-06,4695
CP,2019-03-07,2752
CP,2019-03-08,4614
CP,2019-03-09,-204
CP,2019-03-10,3518
CP,2019-03-11,3697
CP,2019-03-12,4210
CP,2019-03-13,195
CP,2019-03-14,-257
CP,2019-03-15,465
CP,2019-03-16,-1052
CP,2019-03-17,-2704
CP,2019-03-18,1702
CP,2019-03-19,122
CP,2019-03-20,2474
CP,2019-03-21,-313
CP,2019-03-22,762
CP,2019-03-23,1019
CP,2019-03-24,351
CP,2019-03-25,3104
CP,2019-03-26,137
CP,2019-03-27,2670
CP,2019-03-28,-163
CP,2019-03-29,952
CP,2019-03-30,-2720
CP,2019-03-31,-1424
CP,2019-04-01,704
CP,2019-04-02,-575
CP,2019-04-03,-873
CP,2019-04-04,1075
CP,2019-04-05,1495
CP,2019-04-06,-2111
CP,2019-04-07,-1759
CP,2019-04-08,-73
CP,2019-04-09,798
CP,2019-04-10,4579
CP,2019-04-11,2670
CP,2019-04-12,124
CP,2019-04-13,-811
CP,2019-04-14,-583
CP,2019-04-15,-728
CP,2019-04-16,-1255
CP,2019-04-17,-2145
CP,2019-04-18,-2733
CP,2019-04-19,1356
CP,2019-04-20,-2416
CP,2019-04-21,-766
CP,2019-04-22,2006
CP,2019-04-23,243
CP,2019-04-24,-541
CP,2019-04-25,-2172
CP,2019-04-26,-55
CP,2019-04-27,-1367
CP,2019-04-28,-1186
CP,2019-04-29,6232
CP,2019-04-30,93
CP,2019-05-01,-2733
CP,2019-05-02,1466
CP,2019-05-03,-376
CP,2019-05-04,-877
CP,2019-05-05,337
CP,2019-05-06,2212
CP,2019-05-07,-499
CP,2019-05-08,1267
CP,2019-05-09,4246
CP,2019-05-10,215
CP,2019-05-11,-500
CP,2019-05-12,-371
CP,2019-05-13,1634
CP,2019-05-14,62
CP,2019-05-15,5819
CP,2019-05-16,5644
CP,2019-05-17,1213
CP,2019-05-18,424
CP,2019-05-19,1235
CP,2019-05-20,4054
CP,2019-05-21,326
CP,2019-05-22,4651
CP,2019-05-23,11680
CP,2019-05-24,2634
CP,2019-05-25,-1238
CP,2019-05-26,-113
CP,2019-05-27,-2070
CP,2019-05-28,-858
CP,2019-05-29,3344
CP,2019-05-30,1967
CP,2019-05-31,2210
CP,2019-06-01,-925
CP,2019-06-02,2580
CP,2019-06-03,1693
CP,2019-06-04,2799
CP,2019-06-05,2873
CP,2019-06-06,3001
CP,2019-06-07,902
CP,2019-06-08,-625
CP,2019-06-09,-1003
CP,2019-06-10,-1060
CP,2019-06-11,844
CP,2019-06-12,999
CP,2019-06-13,1316
CP,2019-06-14,5907
CP,2019-06-15,-642
CP,2019-06-16,994
CP,2019-06-17,4680
CP,2019-06-18,3174
CP,2019-06-19,3305
CP,2019-06-20,4278
CP,2019-06-21,3368
CP,2019-06-22,1647
CP,2019-06-23,329
CP,2019-06-24,1362
CP,2019-06-25,1313
CP,2019-06-26,4567
CP,2019-06-27,3887
CP,2019-06-28,-901
CP,2019-06-29,-2267
CP,2019-06-30,193
CP,2019-07-01,-675
CP,2019-07-02,1600
CP,2019-07-03,1332
CP,2019-07-04,-1973
CP,2019-07-05,-1705
CP,2019-07-06,-1196
CP,2019-07-07,-528
CP,2019-07-08,3454
CP,2019-07-09,4587
CP,2019-07-10,3368
CP,2019-07-11,647
CP,2019-07-12,1954
CP,2019-07-13,102
CP,2019-07-14,4245
CP,2019-07-15,1500
CP,2019-07-16,6082
CP,2019-07-17,1957
CP,2019-07-18,688
CP,2019-07-19,3701
CP,2019-07-20,-1027
CP,2019-07-21,2070
CP,2019-07-22,1157
CP,2019-07-23,4870
CP,2019-07-24,7277
CP,2019-07-25,11251
CP,2019-07-26,2859
CP,2019-07-27,-54
CP,2019-07-28,4319
CP,2019-07-29,1564
CP,2019-07-30,1249
CP,2019-07-31,2652
CP,2019-08-01,1980
CP,2019-08-02,6277
CP,2019-08-03,1147
CP,2019-08-04,6380
CP,2019-08-05,14303
CP,2019-08-06,5795
CP,2019-08-07,3690
CP,2019-08-08,989
CP,2019-08-09,897
CP,2019-08-10,253
CP,2019-08-11,3201
CP,2019-08-12,1484
CP,2019-08-13,-1090
CP,2019-08-14,-522
CP,2019-08-15,2027
CP,2019-08-16,1345
CP,2019-08-17,-1240
CP,2019-08-18,4327
CP,2019-08-19,-720
CP,2019-08-20,-854
CP,2019-08-21,234
CP,2019-08-22,8631
CP,2019-08-23,6002
CP,2019-08-24,4624
CP,2019-08-25,5412
CP,2019-08-26,889
CP,2019-08-27,-161
CP,2019-08-28,1315
CP,2019-08-29,4734
CP,2019-08-30,2216
CP,2019-08-31,-816
CP,2019-09-01,3607
CP,2019-09-02,978
CP,2019-09-03,-1372
CP,2019-09-04,-145
CP,2019-09-05,1136
CP,2019-09-06,-1509
CP,2019-09-07,-846
CP,2019-09-08,-759
CP,2019-09-09,-130
CP,2019-09-10,265
CP,2019-09-11,-661
CP,2019-09-12,-545
CP,2019-09-13,1978
CP,2019-09-14,-1816
CP,2019-09-15,-51
CP,2019-09-16,755
CP,2019-09-17,-1966
CP,2019-09-18,245
CP,2019-09-19,2395
CP,2019-09-20,837
CP,2019-09-21,-2133
CP,2019-09-22,-521
CP,2019-09-23,571
CP,2019-09-24,-475
CP,2019-09-25,-1820
CP,2019-09-26,2758
CP,2019-09-27,157
CP,2019-09-28,-441
CP,2019-09-29,2650
CP,2019-09-30,2048
CP,2019-10-01,1370
CP,2019-10-02,46
CP,2019-10-03,-2129
CP,2019-10-04,-645
CP,2019-10-05,-1941
CP,2019-10-06,2287
CP,2019-10-07,1007
CP,2019-10-08,1038
CP,2019-10-09,4391
CP,2019-10-10,2086
CP,2019-10-11,4200
CP,2019-10-12,-540
CP,2019-10-13,1490
CP,2019-10-14,4743
CP,2019-10-15,-831
CP,2019-10-16,658
CP,2019-10-17,1633
CP,2019-10-18,6050
CP,2019-10-19,1978
CP,2019-10-20,4904
CP,2019-10-21,3939
CP,2019-10-22,493
CP,2019-10-23,1573
CP,2019-10-24,1997
CP,2019-10-25,2588
CP,2019-10-26,-91
CP,2019-10-27,687
CP,2019-10-28,-178
CP,2019-10-29,2185
CP,2019-10-30,-393
CP,2019-10-31,1683
CP,2019-11-01,-349
CP,2019-11-02,-1502
CP,2019-11-03,-746
CP,2019-11-04,-1650
CP,2019-11-05,1898
CP,2019-11-06,907
